"title","genres","tmdb_id","overview","release_year"
"The 12 Days of Christmas Eve","TV Movie, Comedy, Fantasy",1034168,"When Brian Conway, a successful businessman whose family relationships have suffered, gets in a car accident on Christmas Eve, Santa gives him twelve chances to redo the day and repair the relationships in his life, including with his daughter Michelle.","2022"
"When Christmas Was Young","TV Movie, Comedy, Romance",962367,"The story follows a headstrong music manager in desperate need of a hit song for his last remaining client, who finds himself falling for a gifted singer-songwriter with abandoned dreams of making it big, as he attempts to secure the rights to a Christmas song she wrote years ago.","2022"
"A Christmas Miracle for Daisy","Romance, Comedy, Family, TV Movie",881500,"Whitney Alder owns interior design firm Marietta Designs, which she runs with her friend Andi in the small town of Marietta, Montana. Whitney is designing Santa’s float for the annual Marietta Christmas Parade when a potential job opportunity comes her way: the full redesign of a landmark home by Christmas Eve.","2021"
"Office Christmas Party","Comedy",384682,"When Carol Vanstone, CEO of the technology company Zenotek, expresses her intention to close the Chicago branch, run by her brother Clay, he and his co-workers organize a Christmas party in an effort to impress a potential client and save their jobs. But the party gets out of control…","2016"
"The Christmas Project Reunion","Comedy, Romance",766486,"An awkward high school boy is forced to break out of his shell, when his elementary school nemesis moves back into town and tries to steal his girlfriend.","2020"
"Black Christmas","Horror, Thriller",9656,"An escaped maniac returns to his childhood home on Christmas Eve, which is now a sorority house, and begins to murder the sorority sisters one by one.","2006"
"Sincerely Truly Christmas","TV Movie, Comedy, Romance",1047703,"When a magical Christmas wish goes wrong and inadvertently gives Christina the ability to hear what gifts everyone wants for the holidays, she quickly learns that convincing reclusive one-hit wonder, Dan Copren, to step back into the limelight could make a lot of people happy. But to get to Dan, Christina must first link up with her handsome realtor, Robert, and help him figure out his son Oliver’s ever-changing Christmas wish list.","2023"
"The Christmas Doctor","TV Movie, Drama, Romance",746040,"A week before Christmas, Dr. Alicia Wright is offered an assignment away from home. A mysterious man from her past journeys to find her before Christmas and brings with him a revelation that could change Alicia’s life forever.","2020"
"Christmas in Miami","Comedy",42434,"In Christmastime Miami, heartbroken divorcée Giorgio invites himself to stay at his best friend Mario's—unaware that the latter is having an affair with his ex-wife—and ends up pursued by Mario's barely-of-age daughter; Paolo and his friends have their plans to get laid foiled by his nosy and out of touch father Ranuccio, who'll soon crash also Giorgio's vacation.","2005"
"Christmas Vacation '90","Comedy, Romance",42443,"Several characters coincide during the Christmas holidays in the winter season of Saint Moritz.","1990"
"How the Toys Saved Christmas","Family, Animation",52989,"When Santa's helper La Befana falls ill and must take off a Christmas Eve, she recruits Scarafoni to help deliver all the toys. No one but the toys knows is that Scarafoni plans to auction off the toys to the highest bidder, which means the toys won't make it to the children who have been good all year and deserve them. The toys decide to deliver themselves, and the story follows them as they struggle to avoid the heartless Scarafoni and to find their true homes.","1996"
"This Is Christmas","Comedy, Drama, Romance, TV Movie",1029208,"Follow Adam and Emma on their daily commute from the village of Langton to London, where they meet the same passengers every day. One morning, Adam breaks the unspoken taboo of talking to strangers on a train and invites the entire carriage to hold their own Christmas party together.","2022"
"Barcelona Christmas Night","Romance, Comedy, Drama",343144,"Multiple love stories unfold in Barcelona during Christmas's Eve.","2015"
"A Charlie Brown Christmas","Animation, Family, Comedy, TV Movie",13187,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but it is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.","1965"
"Christmas Keepsake","TV Movie, Comedy, Romance",1180383,"A father bonds with his daughter and stumbles upon an unexpected romance while tracking down the original owner of a Christmas time capsule.","2023"
"The Legend of the Christmas Witch","Family, Comedy, Fantasy",554133,"When six elementary school students suspect their missing teacher is Befana, a Christmas witch who delivers presents to good children, they set off on a magical journey to save her.","2018"
"Christmas Lover's Anonymous","TV Movie, Comedy, Romance",883901,"A best-selling author hides her love for Christmas after an ugly break up, finding love again when she joins a website for people who are crazy about Christmas: ""Christmas Lovers Anonymous"".","2021"
"PAW Patrol: Pups Save Christmas","Animation",430844,"Join the PAW Patrol for 7 snowy saves, including a special double-length Christmas episode! The pups gear up to fix Santa's sleigh and save Christmas, plus return penguins to their frozen home, help Everest on some snowy rescues, and more!","2016"
"Delivery by Christmas","Romance, Comedy",1053080,"When a spiteful coworker sabotages her deliveries, a courier and a helpful customer must race to return Christmas presents to their intended recipients.","2022"
"A Bad Moms Christmas","Comedy",431530,"Amy, Kiki and Carla – three under-appreciated and over-burdened women – rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasn’t hard enough, they have to do all of that while hosting and entertaining their own mothers.","2017"
"A Christmas Masquerade","TV Movie, Comedy, Romance",1003352,"When Julieanne is mistaken for her boss at a Masquerade ball by a businessman, she continues the ruse over Christmas. Her mission is to secure him as a client. When his own motivations are revealed, they both realize, it just might be love.","2022"
"Christmas of Yes","Romance",1195486,"Amy Bell is a pro at turning down party invitations, vacations with friends, and even dates because she's laser-focused on her job. When her job is eliminated, her brother dares her to do something terrifying: say ""yes"" to everything this holiday season.","2023"
"I'll Be Home for Christmas","Comedy, Family",17037,"Estranged from his father, college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie, does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie.","1998"
